HeartRate,SkinConductance,EEG,Temperature,PupilDiameter,SmileIntensity,FrownIntensity,CortisolLevel,ActivityLevel,AmbientNoiseLevel,LightingLevel,EmotionalState,CognitiveState,EngagementLevel,Category
81,2.742852197182833,6.36414192457149,36.48912429694449,2.8371457527836186,0.4863361991241932,0.3669990044409644,1.2892992453390488,60,56,441,partially engaged,distracted,3,Mid
103,1.251732219230736,3.5025349783944018,37.12654220161071,2.4047896304574925,0.1900649077934546,0.6395717945539808,1.8505335915549388,28,43,869,disengaged,distracted,2,Mid
100,1.588686687970876,1.7943914401876442,37.478293776739775,2.496857404129789,0.1832001085191686,0.5254630234448432,1.6665915777480134,19,41,511,disengaged,distracted,2,Mid
89,3.4411927645625906,5.532481585022255,36.41973577116155,2.872570774210239,0.3117753206030824,0.241882917919057,1.278638781657505,59,34,630,partially engaged,distracted,3,Mid
103,1.7840511380599469,4.345914319902552,37.49895466089514,2.292591570749207,0.1502383272902771,0.5608015718921914,1.8337644091120848,26,33,684,disengaged,focused,2,Mid
80,4.492378168517222,9.692332313088816,36.434416736350805,2.934346947449426,0.3127446653377436,0.3691923905391912,1.303739197251559,86,31,838,partially engaged,focused,3,Mid
92,4.033021324304141,6.641008752688087,36.23388813249301,2.840864218527567,0.4823549094048285,0.3650873831209997,1.2252985645518,52,30,415,partially engaged,distracted,2,Mid
72,8.89259786241102,18.04926678323041,36.99050117497861,3.3878220105752783,0.9225493272871004,0.1976833649680601,0.9919150715056272,132,34,656,engaged,focused,3,High
98,2.0485540067956736,5.382220044751413,36.29009745162399,2.5688927603375484,0.3083449585707006,0.2759252932825423,1.3113805961700944,67,57,467,partially engaged,focused,2,Mid
80,3.253282014873627,5.797300488933836,36.25303694923336,2.5426070434508854,0.3093036992690137,0.3039670734310269,1.123948486375438,76,35,786,partially engaged,focused,3,Mid
85,4.574793645535241,9.123409420833584,36.0392591948506,2.791300870376184,0.4279997807193496,0.2001714581376432,1.4899591593646475,72,57,975,partially engaged,focused,3,Mid
86,4.9848499583658255,7.336793423094595,36.3618396840464,2.747546224996578,0.3863866846726953,0.282061122711983,1.2523123414658488,70,37,989,partially engaged,focused,3,Mid
91,4.827499789618672,9.922687295671892,36.04748875402492,2.6675967175860245,0.3228841360312045,0.3668457646737938,1.248148545820141,94,58,596,partially engaged,distracted,2,Mid
95,2.957396729951182,5.687466772650161,36.00881000136486,2.722846444312969,0.4815668857582874,0.2610533076024534,1.0979784105678116,66,46,476,partially engaged,distracted,2,Mid
62,8.15785383439879,17.798425810193166,36.83542885166535,3.731739973585605,0.9059053847195974,0.1566471437755924,0.841091583076389,196,36,703,engaged,focused,3,High
112,1.1381463911801477,1.0138460468441957,37.14640642755239,2.346781227985235,0.1849479130398927,0.5536160387617692,1.5411732478728932,21,57,369,disengaged,focused,3,Mid
89,2.8291380359476985,6.886428621856199,36.33009399874893,2.664965010421237,0.4754317416540106,0.2215157405427725,1.0189911104800975,50,44,410,partially engaged,distracted,3,Mid
75,10.135774021274628,11.774461474687437,36.78274314166708,3.439043260469453,0.5637215277850616,0.0928665305236068,0.5821996525876303,196,44,403,engaged,distracted,3,High
110,1.1212858502919725,3.8436461400604074,37.378906652847135,2.3353438823318307,0.0898261131786982,0.7671921158841852,1.8112892451106493,37,34,406,disengaged,distracted,3,Mid
68,8.205939070803177,15.718757164709515,36.86073476893574,3.5503364977619416,0.8930652112310908,0.0565311305514689,0.5919560256164125,173,47,457,engaged,distracted,3,High
87,4.065798562026486,6.630748585596808,36.30679209242794,2.526078615426665,0.3198586692593607,0.3403509544516997,1.1840348526086495,77,54,663,partially engaged,focused,3,Mid
92,4.201780170897459,8.869902981334551,36.39233799036444,2.6140836671902923,0.3385069635447547,0.3180024936547392,1.3705428988691095,72,30,559,partially engaged,distracted,2,Mid
82,4.150239148730233,6.498489156900023,36.08318136215586,2.5738617641985657,0.3629819095053432,0.3185356131827491,1.1792011193469083,56,42,737,partially engaged,distracted,3,Mid
101,0.5810064943972382,3.298522410735459,37.04925753673427,2.2803284267503408,0.0239771741648008,0.5634845982048144,1.5860942637778814,3,36,636,disengaged,focused,2,Low
70,9.634035473860346,18.310534408973385,36.54944541999116,3.144732933338072,0.6532288656752253,0.1531731973877616,0.6528794115778493,170,58,332,engaged,focused,3,High
104,1.0970779841423777,3.939165940927484,37.32917854609265,2.2571271395309878,0.017935651331876,0.6928200635810913,1.577685177968416,5,34,801,disengaged,focused,2,Mid
82,4.0551355271258585,8.357667645273144,36.0745211045876,2.673064270035794,0.3085824545320388,0.3438953786352929,1.4762929906587097,50,35,992,partially engaged,focused,3,Mid
113,0.9511401535073072,4.283491115637844,37.27598709763589,2.0233885750950567,0.1948544481055892,0.7485949729887802,1.5657970385257551,16,34,555,disengaged,focused,3,Low
107,1.6691439137418944,3.297398391433929,37.02962422619986,2.4788021855580853,0.0295568266956635,0.7236703855206054,1.8180682652140656,21,49,542,disengaged,distracted,2,Mid
85,2.72825261398468,5.426248708910365,36.26730633714821,2.9441609633242845,0.4029488987911379,0.3478205714931784,1.1492174691087875,99,46,822,partially engaged,distracted,3,Mid
97,2.640347996733828,9.673026940386263,36.39830022824919,2.5278330730281,0.4997885923961035,0.3389853392880204,1.0801332995202937,87,32,728,partially engaged,distracted,2,Mid
96,4.21137221844019,9.437546305284588,36.11532423709264,2.542620148898077,0.3627533952576877,0.3315694477842718,1.1842600461130195,84,46,593,partially engaged,focused,2,Mid
96,3.165223501615856,9.799924541188377,36.38404495260957,2.604043607425055,0.376837830410796,0.308802458272622,1.3064929310318445,73,45,714,partially engaged,distracted,2,Mid
116,1.5352120389164634,2.525789593140834,37.42721469339087,2.3755447652211927,0.1557163697441286,0.786920233830025,1.6332334706046012,26,37,325,disengaged,distracted,3,Mid
118,1.544452746771359,4.632727707178137,37.031565080162224,2.3138785386307985,0.0289256676246894,0.6511691594877749,1.5778734659267222,12,30,339,disengaged,distracted,3,Mid
104,0.9909033828828128,4.563791159733693,37.30433617279991,2.019832704845608,0.0227311938132268,0.7260486684441676,1.857893848173147,13,54,899,disengaged,distracted,2,Low
116,1.420343214806003,3.180009019944803,37.47309814197428,2.1035004157790227,0.1978078483511591,0.749286853266954,1.7944862944381712,14,40,946,disengaged,distracted,3,Mid
71,10.169985832126176,10.994721499195014,36.82953109791266,3.565523530381572,0.5052136136667373,0.0409385659165962,0.8881125264360114,150,34,674,engaged,focused,3,High
77,14.2152685639754,15.365770177834342,36.84808675742801,3.083476104697108,0.5201679937663761,0.0518456390134261,0.654567146126827,141,31,625,engaged,focused,1,High
82,2.4906972420088613,5.3174484740735295,36.4272525461591,2.781973064134439,0.4298190547274843,0.2614484501499148,1.1859774788688495,97,49,429,partially engaged,distracted,3,Mid
83,2.250882989539822,9.022647998625004,36.22205768475849,2.8825506750850067,0.3025239724178296,0.2057479393944245,1.0853914793910724,81,35,485,partially engaged,focused,3,Mid
112,1.194797782374306,3.4329046401064387,37.11016051435622,2.197056691756364,0.119700682810336,0.6122317211949517,1.687473858619332,8,50,359,disengaged,distracted,3,Mid
81,2.491070851711409,7.697575567871826,36.25403686515911,2.5501572452848067,0.3726665651345316,0.2169510626893456,1.2323701547561237,67,56,897,partially engaged,focused,3,Mid
67,6.53862969453837,19.764156242738288,36.62101999638802,3.717692310541332,0.571578155832036,0.0658025227567865,0.7210138042152119,184,57,568,engaged,distracted,3,High
81,2.47148846897525,7.795032694929451,36.3318566262601,2.5312171420140053,0.4742264242164336,0.2370281770084071,1.112681212660162,68,50,758,partially engaged,focused,3,Mid
117,0.9987911983421314,0.6407749228156634,37.402867910938205,2.308527123052105,0.0270764086618912,0.6121998101076789,1.905204966367515,17,38,303,disengaged,focused,3,Low
88,3.11833113736786,6.213471992278673,36.25873277682686,2.9216805644359947,0.3872534269608839,0.2866684060736646,1.4526754511635185,64,54,849,partially engaged,distracted,3,Mid
70,7.619098918753894,16.077227478371263,36.7879552337087,3.396851470341864,0.9953477829495904,0.1763781929896173,0.8747931450384078,102,43,557,engaged,distracted,3,High
97,2.899927645304891,5.6335092251733245,36.05666704272385,2.8399374070848133,0.4995233672081099,0.3332390196745799,1.1311740750333878,59,52,880,partially engaged,focused,2,Mid
97,3.1979924987815616,8.331174520028938,36.48383113790424,2.7128267239078028,0.3400447880814613,0.3634724806745569,1.3720997624303082,53,38,930,partially engaged,distracted,2,Mid
96,3.214496587549505,9.907772188615189,36.079021159888185,2.835725409577719,0.3474368923094528,0.3000318012565088,1.400254822897844,99,40,367,partially engaged,focused,2,Mid
79,8.752980753731201,17.172991516875342,36.697644230534806,3.2325935989757597,0.6714513217754408,0.014192926657107,0.6658887545023235,135,56,639,engaged,distracted,3,High
80,2.9402317586588747,9.512267696027603,36.11442913791175,2.595484448879625,0.403799091286433,0.3345022738594811,1.0221661254011407,71,30,672,partially engaged,distracted,3,Mid
79,6.950394847330495,18.437913444665007,36.90913378407979,3.98632965455134,0.6408409168240842,0.0630650710760292,0.9514390005288932,196,31,483,engaged,focused,3,High
91,4.122034877573169,6.359421226314428,36.46920647272238,2.83284877403696,0.309427861653965,0.2271475062521828,1.0953907850457818,52,54,309,partially engaged,distracted,2,Mid
82,2.2668057342664043,6.752973361380672,36.455691661664,2.778333843168502,0.3530993127677071,0.391411259296062,1.1221579459843412,61,42,955,partially engaged,focused,3,Mid
75,12.40521036958786,17.649393184016162,36.753284656028605,3.8145787260026687,0.9180965488762453,0.0720973443352234,0.7001722591081876,197,36,342,engaged,distracted,1,High
116,1.733886991883738,3.133847308789037,37.29678387837452,2.0154904766389308,0.0555788795681499,0.6506172940706955,1.7936585860673504,12,42,660,disengaged,focused,3,Mid
77,8.200931090755514,17.003851331432934,36.55687150970686,3.8290686462160903,0.880503645092957,0.0372613836348547,0.8595821908894448,118,41,391,engaged,distracted,3,High
70,6.8892855544869445,11.575903221564689,36.61824199296138,3.365871703148976,0.8968324905179006,0.14758478749577,0.9627257961392666,188,58,855,engaged,focused,3,High
77,11.99138829700799,12.792874957941656,36.66703944776691,3.5468020259145123,0.5512065615633992,0.1285388833096099,0.662573723115575,168,53,860,engaged,focused,3,High
86,3.1868014245675447,7.93659905086041,36.28497235820788,2.874883779167124,0.4340751820870677,0.2553613594232308,1.1278218357794814,97,33,646,partially engaged,focused,3,Mid
69,10.431531237064316,13.064083949335007,36.84669561544072,3.0447258162431017,0.7421984578915315,0.0971939294927618,0.5809876424546752,180,38,587,engaged,distracted,3,High
107,0.305464788907418,1.8191364678168875,37.05021477831544,2.4243043784195986,0.0646640207497281,0.6317948923572958,1.6619359750102831,44,43,335,disengaged,focused,2,Low
93,3.972850847978943,7.558315986789783,36.014294604969855,2.5330032165649663,0.3767481139025662,0.3499492717256788,1.4566131140671723,99,58,302,partially engaged,focused,2,Mid
117,0.2836996438384842,3.458147452993994,37.16796064081196,2.130329399223727,0.191301749246949,0.7330642987274923,1.8935347513619656,18,57,559,disengaged,distracted,3,Low
92,3.213775499137648,5.774791164738104,36.27094825056045,2.921458791730477,0.4049507877252074,0.2071967192417368,1.0148286227983956,50,45,668,partially engaged,distracted,2,Mid
115,1.1453330069437853,0.818185544579938,37.38843117641805,2.430359852866784,0.1778451204169787,0.5912223766494054,1.830367683812366,16,56,433,disengaged,focused,3,Mid
118,1.9320241922552108,4.735156984617138,37.34186743891071,2.39890716127653,0.0352853393204802,0.7164975648452473,1.809025404167686,46,43,584,disengaged,distracted,3,Mid
62,6.084436177512619,17.243569348298358,36.57085760412379,3.4677322711144702,0.6784909029388788,0.1101008281540435,0.8532382436097015,121,43,626,engaged,distracted,3,High
80,3.020832386506571,5.010056321727179,36.27735287047686,2.6189777357254758,0.4491217856999687,0.2892699328765252,1.3393009615238336,77,50,780,partially engaged,distracted,3,Mid
82,3.15668864033096,6.716150874837758,36.408339369637964,2.983527701614155,0.3921762553385923,0.3649672554307516,1.3498473504786823,70,53,875,partially engaged,focused,3,Mid
116,1.4265634447644724,2.677498577111868,37.00821802896616,2.1256564793627217,0.1843510490053786,0.7778184118360258,1.8994252301003167,38,42,758,disengaged,focused,3,Mid
101,0.5756686806030236,0.1531209111888143,37.04705398436878,2.109420408475388,0.1007117092651044,0.7542596010386053,1.930983378078554,49,47,351,disengaged,focused,2,Low
76,10.000623265902082,18.89036044133201,36.72703262816601,3.2772250074218823,0.9582064590502138,0.0775870151357738,0.7517020544222308,194,49,703,engaged,focused,1,High
76,14.950312250060357,10.255135488647696,36.94992400300355,3.0039260569892656,0.6821139405731056,0.0337213612579028,0.8786708903362757,123,41,428,engaged,distracted,3,High
117,0.5898522676906253,0.6683512443235107,37.38590910605132,2.1087084171276285,0.0447350424109877,0.5825230355413769,1.7933833819140137,21,53,925,disengaged,distracted,3,Low
102,1.768341317021772,3.938543654432094,37.312945107769416,2.16902120799852,0.1401344689692319,0.7530914038537384,1.7974151886794931,47,34,367,disengaged,focused,2,Mid
90,2.9365496504645328,8.72891079000636,36.1033981831788,2.889744173235767,0.4609093384285066,0.3644289759140746,1.2364579854892288,90,40,394,partially engaged,focused,2,Mid
89,3.337177656237148,9.091691678172351,36.386834885682525,2.6176488808881566,0.3303380898138562,0.277852692596354,1.4416341736064424,66,49,905,partially engaged,focused,3,Mid
69,9.702121211642387,11.267915121609825,36.54016846749968,3.1908493330635848,0.6276280096843831,0.0552530758262849,0.8226339736236664,174,43,329,engaged,distracted,3,High
69,11.286049260632328,17.303696591879557,36.68518107777883,3.213220349070001,0.5189806804814564,0.0977071239943784,0.7871404821136565,163,33,425,engaged,focused,1,High
110,0.8493703169445099,2.1178896450173106,37.08056144835792,2.1287244939212955,0.1851327152641783,0.5423108032805607,1.9843497733718256,32,49,414,disengaged,focused,3,Low
63,11.773215879614742,16.180374805617745,36.85278159518042,3.828822257105382,0.9388346339258804,0.1285279341330053,0.9450036373470287,102,58,580,engaged,focused,1,High
111,1.3382413671335218,1.2933762013974714,37.36358686312108,2.008038572772611,0.0303217533970625,0.5735025985722308,1.8864677434932533,45,42,440,disengaged,focused,3,Mid
68,5.091749941529109,17.621209753744086,36.78005257483607,3.900679387020017,0.5155155162724727,0.054278136753264,0.8656258287183511,138,30,954,engaged,distracted,3,High
103,0.7697589217686303,3.913674206785138,37.0803070132346,2.488047589555744,0.0630131750521828,0.6286771123220478,1.6373725162200117,11,59,907,disengaged,focused,2,Low
61,6.496775055704488,17.45797703418724,36.5932502917024,3.235514451556663,0.8964911178624189,0.0186602356714507,0.7187369113854205,154,31,666,engaged,distracted,3,High
60,12.7266873486417,14.889948806787626,36.65498657118342,3.161677346415746,0.8055816813958154,0.1332522605322741,0.8347986082885477,142,36,514,engaged,focused,3,High
73,8.531876007629876,12.107669326418442,36.88607475801038,3.176882940159452,0.626874360197446,0.0201288788623924,0.6339371580373346,121,39,901,engaged,focused,3,High
114,1.743417821794601,2.568373961083428,37.294051815944265,2.1856428782167274,0.1339670459107823,0.6295345207553092,1.8806568872696223,22,43,936,disengaged,distracted,3,Mid
97,4.765599306545078,7.402656715792041,36.00699039591976,2.719418369042065,0.4641296360098764,0.3560121846436336,1.2566950367640906,94,36,549,partially engaged,focused,2,Mid
60,14.99871438274134,16.441780901693775,36.84713246503131,3.491454143568052,0.6772447753912649,0.1625905967294412,0.7474661621696181,150,48,962,engaged,focused,1,High
91,3.723600201664376,8.713517190763408,36.286942933687946,2.5971183790033248,0.4189616631559782,0.351077615461105,1.0692025014335138,52,38,968,partially engaged,distracted,2,Mid
64,5.042752021687813,15.19778486337977,36.697835746068414,3.296446511289988,0.8856286099589377,0.1798999767317702,0.8813265446725551,118,49,862,engaged,focused,3,High
61,14.126293113764778,11.146381429967574,36.72819274444358,3.0002864743929103,0.7532312923518363,0.1848487868687581,0.5995511451990867,135,40,681,engaged,focused,3,High
101,1.9416948029700187,0.6482520024556432,37.44799947584045,2.3456202055683053,0.0517992146599265,0.770500743689688,1.7146474589305067,23,55,861,disengaged,distracted,2,Mid
69,13.50930827433241,16.366291184450485,36.57052331679186,3.649663163469528,0.5956723813509364,0.0823845255788325,0.5851477921260169,144,43,854,engaged,focused,1,High
99,3.609116071172377,7.40780483888673,36.25074854776803,2.6238434392233008,0.4370322401228372,0.3408526573640691,1.1789839127798327,71,37,547,partially engaged,focused,2,Mid
78,9.99980176071375,16.69470898811606,36.64047391289985,3.5229544551851184,0.675050069105595,0.0642278080792801,0.6234844239851061,103,38,410,engaged,distracted,3,High
81,4.89633196063205,5.623058382318334,36.24010360386072,2.5425141081776745,0.304533064213802,0.3845354639396727,1.405192396975317,86,52,593,partially engaged,focused,3,Mid
91,3.941713162959177,9.236711628841846,36.195400276730055,2.776375916617563,0.4552621305957291,0.2169596032492693,1.429322733581242,91,57,715,partially engaged,focused,2,Mid
103,1.364574243527395,0.676812308801289,37.07144396709614,2.377671007717067,0.1442536586970834,0.6134092300622931,1.5387111316664202,4,31,963,disengaged,focused,2,Mid
97,3.823616032974555,7.397719637285945,36.12274205357364,2.581775855661473,0.4474168716317973,0.3832629748962373,1.0537731309773612,91,57,990,partially engaged,distracted,2,Mid
83,3.855020951839824,5.647928650049922,36.00104031958814,2.9657659007047896,0.4109788752350418,0.3853881325564079,1.166915761851036,89,42,815,partially engaged,distracted,3,Mid
64,10.658086341861743,19.253549070991177,36.51272045056622,3.708195937972536,0.6651638446832772,0.0360467303636922,0.7551978112600495,154,45,729,engaged,distracted,1,High
111,0.8163293298031098,2.0440570619615768,37.15877906980984,2.0742725757549905,0.0008747358201959,0.7910705187284062,1.9717496148519635,49,58,863,disengaged,distracted,3,Low
80,4.02096299234673,5.344287688037708,36.05885909954132,2.958055421934819,0.4260104404299256,0.3686367253314702,1.4491348248169222,97,37,881,partially engaged,distracted,3,Mid
63,11.560458694888052,15.154685690160084,36.63636211831321,3.658098884807503,0.6820839314413564,0.1404988325324979,0.8412859601533821,162,56,358,engaged,focused,1,High
109,0.7858898779331078,4.777310718143893,37.21910464055561,2.360610458451532,0.1310272954499672,0.549542029424917,1.9955713868715683,13,47,425,disengaged,focused,2,Low
64,10.2923833657711,17.050769619293124,36.92312302363101,3.235494395724518,0.5847332925972648,0.0137013611182011,0.9485666496230328,124,39,315,engaged,distracted,1,High
92,2.794942318750649,8.306741031559598,36.30403522384954,2.5540747990066315,0.4312029159183013,0.384790981964986,1.0805549525929166,97,54,615,partially engaged,distracted,2,Mid
99,3.378835015320812,6.435000895394849,36.177065318173845,2.5144559116332785,0.4963103475834441,0.3249599844145496,1.2503527952469426,62,40,390,partially engaged,focused,2,Mid
78,10.46806129514485,13.173895736332724,36.87169290436798,3.745894738883152,0.7500846145920674,0.0090316680710992,0.5385112432868338,113,43,797,engaged,focused,3,High
76,13.390685754176827,17.19487470357612,36.94846731025446,3.1503982726132804,0.6938707641634367,0.0928221587781638,0.6488318973791067,102,37,784,engaged,distracted,1,High
119,0.6099910366053716,3.0895912841899555,37.13787313029252,2.025486034409445,0.1824271803846366,0.7649615605620387,1.985399074636336,43,56,460,disengaged,distracted,3,Low
106,1.1180061401496617,0.6297120817626134,37.09461765547464,2.144734844336268,0.1780312725146788,0.5518908573809226,1.9614365872439452,47,59,549,disengaged,distracted,2,Mid
74,10.267919098513836,16.724799495825067,36.91791663045492,3.184229130271984,0.8067754551678799,0.0104222657219673,0.5510575444745185,139,38,822,engaged,focused,1,High
96,2.6600377959541563,6.52042414255874,36.06481825107371,2.6243337430864195,0.4642583569638656,0.3277756811213055,1.4748798973564274,82,43,565,partially engaged,focused,2,Mid
113,0.5217846103950721,3.6458335140529226,37.35827427495731,2.229672601529372,0.1377279237707418,0.6333742709045196,1.667772798028936,6,40,470,disengaged,focused,3,Low
76,14.033211052692543,19.986942530304432,36.95964921918884,3.777892475833154,0.9061844014368904,0.1147488485089173,0.5950769314563052,171,48,825,engaged,focused,1,High
109,1.662665967216626,3.2313047231611804,37.281953610403,2.186884627406351,0.0275756438463895,0.7875733044934592,1.730921146162654,34,44,367,disengaged,focused,2,Mid
83,4.565033027011195,8.985128716712037,36.38721429095492,2.510991353367204,0.4053037702820828,0.2108536741464873,1.2754362894236455,68,59,715,partially engaged,distracted,3,Mid
87,3.9282381039008394,6.247609287930762,36.25365925033982,2.564776868880248,0.4743194301903122,0.2715796171091296,1.3130222352328582,67,42,342,partially engaged,focused,3,Mid
69,8.643246051154016,18.496270549444247,36.8804938282663,3.2209132027966,0.7065283116067516,0.0393159352163497,0.9771084084173534,175,45,796,engaged,focused,3,High
101,1.8986555570909187,0.1622308688786222,37.48765058994998,2.43527123155294,0.0765894817396192,0.7511207727671212,1.8682789911654747,43,48,604,disengaged,distracted,2,Mid
106,1.6964582651056976,4.755214862378946,37.33106172031764,2.256334826588001,0.1451462178726142,0.5979083864673851,1.813193897906269,23,36,905,disengaged,distracted,2,Mid
80,2.420204016489777,8.580690888571535,36.215891247082745,2.94460074923045,0.3623877764313675,0.2084861474497289,1.32493801461576,58,49,810,partially engaged,distracted,3,Mid
94,3.5712630334231847,8.463164080495229,36.021968703277594,2.684198685110511,0.3421633835907369,0.2198652277223254,1.117046318083036,52,40,446,partially engaged,distracted,2,Mid
73,9.19116217268839,14.214654484493092,36.72179523319008,3.4165345061206147,0.6632827274794242,0.0572678885109579,0.9409798382427206,126,36,860,engaged,focused,3,High
107,1.4265060625025416,3.850196578410616,37.31752553510125,2.118597175566968,0.1748091828682328,0.7196359401231891,1.870935242548478,47,59,557,disengaged,distracted,2,Mid
94,4.48745420946546,9.757027578550792,36.07556699992445,2.748863688239034,0.4161134047181575,0.2658551458444915,1.4197016719472528,86,59,972,partially engaged,distracted,2,Mid
66,7.808140312089128,16.243937964398953,36.68049962651508,3.8309030034615774,0.9814527115247654,0.1870175360081849,0.5815641864964942,139,50,825,engaged,focused,3,High
96,2.6599312419620587,6.687744065501626,36.19076942123677,2.986467406251851,0.3011266556762765,0.3971332046049014,1.4902308175549153,81,53,561,partially engaged,focused,2,Mid
69,6.285515978604494,13.865426631740812,36.54277083361279,3.638010806927802,0.6412136331713374,0.1732188262730749,0.678898014409846,146,42,764,engaged,distracted,3,High
107,0.5511852332879397,3.383836358452987,37.36813138388882,2.1214109275056168,0.1007640197441415,0.7452593315613516,1.6899550804447776,0,45,764,disengaged,distracted,2,Low
102,1.2890502713407204,4.006561324277364,37.39318196830121,2.095522580327648,0.1300327065035287,0.5598944057544002,1.7916602391218854,1,39,363,disengaged,focused,2,Mid
64,5.305419781497384,10.91242394113721,36.53851334818562,3.39836128626674,0.9107941807429067,0.1688112665574271,0.8684897978605759,136,59,706,engaged,distracted,3,High
81,2.17445908396955,9.260663598096931,36.36521814717685,2.8493076530055603,0.3679352677091337,0.2759810377236452,1.4790567644496595,93,42,537,partially engaged,distracted,3,Mid
104,0.4424581235506328,0.75620125020184,37.0722804268111,2.2319735948821435,0.0492991174871539,0.6534066927465503,1.69242586857592,40,34,412,disengaged,focused,2,Low
112,1.468230602128838,2.9456990793886177,37.00636364084496,2.450822088885155,0.1091287236648626,0.7605881796438596,1.9413684194911225,40,39,672,disengaged,focused,3,Mid
117,0.6397009856914992,4.307461898593125,37.451420064226326,2.445786640519372,0.1617480585132655,0.7457096062509119,1.7863839514387798,45,41,938,disengaged,focused,3,Low
61,9.01165160327027,15.67309630841586,36.61553881131106,3.649417173643192,0.6214147720966703,0.0921625595950708,0.7393599497955909,194,46,883,engaged,distracted,3,High
82,3.57746316881936,9.33391888969173,36.13126784774797,2.5861679727340703,0.3036033295240259,0.2187729319453014,1.073735302443306,53,31,717,partially engaged,distracted,3,Mid
70,14.11438307941764,19.37362672275044,36.97993041828784,3.4918350050199383,0.7650123184124751,0.0261660857147104,0.568526018876029,151,43,353,engaged,distracted,1,High
66,8.690297563825979,16.697987277746154,36.96916488928826,3.0857910882620363,0.6637381933573115,0.0888129474788503,0.7275926890171917,109,54,498,engaged,distracted,3,High
60,5.271613014536534,17.10104094592831,36.942414847572834,3.5139047125496727,0.7905542608492526,0.0325872877938092,0.6103229723394785,135,53,474,engaged,distracted,3,High
66,13.026712203158793,18.934820383198385,36.746537827946575,3.3569945274592565,0.9039175682636312,0.1346189550161855,0.5204369887428166,173,34,791,engaged,distracted,1,High
60,14.780673088462226,18.661153782252903,36.52986920286563,3.725769015672361,0.668163306165239,0.1364165406171893,0.8086122930456981,195,33,676,engaged,distracted,1,High
60,13.850537530299658,13.992391696691792,36.70044665913331,3.405351613625521,0.5490471831204907,0.1950980996662111,0.5692533889125796,199,38,528,engaged,focused,3,High
87,4.185801439989916,9.82331340359168,36.39134138027824,2.6493142185339416,0.4282760621960339,0.3344482386793105,1.4990102574102615,84,31,784,partially engaged,distracted,3,Mid
99,3.767180342497892,5.676505361170101,36.32800385445227,2.901887025432109,0.386558584841372,0.3121370163778929,1.4563610416456454,70,31,400,partially engaged,distracted,2,Mid
114,1.829116555376316,2.094353311230236,37.3282665349515,2.082776589887347,0.0869871800726818,0.6894497320020493,1.6927015592590098,23,30,957,disengaged,distracted,3,Mid
73,8.534145645002841,17.104642835964526,36.65725123777714,3.1194032322525405,0.6550761061507632,0.0868591964234403,0.6277056879913541,133,36,705,engaged,distracted,3,High
103,1.2288978846322378,0.9401261888536412,37.47182503590559,2.204785450902379,0.0050958867152613,0.5659315751794531,1.8460337421355968,14,58,543,disengaged,focused,2,Mid
87,3.8531186641840183,7.591773952970914,36.38063291804923,2.8863156942720707,0.4919870507575458,0.2114035088037077,1.019494709909114,67,58,362,partially engaged,distracted,3,Mid
115,1.0246306225133242,2.408527399220045,37.37561509445404,2.140946885299666,0.0438133643719199,0.7778398516319702,1.7858548259792324,2,48,678,disengaged,distracted,3,Mid
70,14.988260595142483,11.956089962521924,36.80523775567684,3.420128078995618,0.9427995474249176,0.1510337184590655,0.7984756981309079,161,36,872,engaged,distracted,3,High
83,3.3340024125161487,9.657888265092884,36.2477695064271,2.847112244591363,0.3138585298933284,0.3490303307053571,1.1689980156559614,64,46,973,partially engaged,focused,3,Mid
86,2.440571445920607,5.928795281031051,36.16410308428571,2.945984956387803,0.3736520476460161,0.3448725413126436,1.0413737519449358,78,34,957,partially engaged,focused,3,Mid
103,1.692415539757926,2.2741488621932486,37.38757138202267,2.096519370646889,0.1124672654783556,0.5223857166706125,1.6740445161258417,11,39,643,disengaged,distracted,2,Mid
78,12.510704788480105,15.152954376314456,36.54324222107582,3.735367649732527,0.9166146319939028,0.1807062451825585,0.7859959726533541,177,50,887,engaged,distracted,1,High
101,0.3114995195978887,0.8211034372978537,37.035442752904565,2.159956817570151,0.0947017175482129,0.7993693558262651,1.7154966710340849,1,36,950,disengaged,focused,2,Low
90,4.338925467249165,9.6964763680848,36.33174931518848,2.753071624779149,0.3501463955024049,0.3345735920911499,1.4911198779267536,53,33,634,partially engaged,distracted,2,Mid
62,5.529787933025969,10.783884269702584,36.51038204486223,3.370834084593989,0.8729005243830054,0.0345510787981445,0.8029264841919479,111,34,661,engaged,distracted,3,High
108,0.3262618299635427,2.2850768463624083,37.40033871786508,2.145676202362195,0.1025045278461285,0.6809024817267647,1.7252352058289486,4,57,901,disengaged,distracted,2,Low
115,1.130898470468968,3.645671919569428,37.31802150271896,2.4990240108637867,0.0912620268877312,0.6274917119897281,1.680069933045003,28,55,332,disengaged,distracted,3,Mid
101,0.6104580892996712,0.517669935925274,37.438515430254746,2.185883025413303,0.1145230784290255,0.7701133186642795,1.7040503242371028,39,31,694,disengaged,distracted,2,Low
113,0.8623688143843622,1.963795672773463,37.49535461978096,2.306174921001788,0.0734782363245958,0.5773458431260454,1.5198831851148082,9,58,691,disengaged,focused,3,Low
75,13.212541637787648,13.638684606223189,36.68666459621252,3.779181006406757,0.7447333283763269,0.1769789541202786,0.795067878352276,116,41,769,engaged,focused,3,High
